player_id;current_club_id;pretty_name;date_of_birth;position;sub_position;foot;height_in_cm;market_value_in_gbp;country_of_citizenship
184133;533;Russell Canouse;1995-06-11;Midfield;midfield - Central Midfield;Right;177;900000.0;United States
7568;3368;David Navarro;1980-05-25;Defender;Defender - Centre-Back;Right;188;;Spain
109008;1084;Flavio Ferreira;1991-10-19;Defender;Defender - Centre-Back;Right;180;;Portugal
177688;339;Michel Babatunde;1992-12-24;Attack;attack - Right Winger;Left;179;225000.0;Nigeria
132529;533;Jin Su Kim;1992-06-13;Defender;Defender - Left-Back;Left;177;540000.0;"Korea; South"
196834;24;David Kinsombi;1995-12-12;Midfield;midfield - Central Midfield;Right;183;1080000.0;Germany
38415;24;Johannes Flum;1987-12-14;Midfield;midfield - Central Midfield;Right;190;113000.0;Germany
43274;24;Stefan Reinartz;1989-01-01;Midfield;midfield - Defensive Midfield;;0;;Germany
78553;24;Bamba Anderson;1988-01-10;Defender;Defender - Centre-Back;;0;;Brazil
41866;24;Constant Djakpa;1986-10-17;Defender;Defender - Left-Back;Left;177;;Cote d'Ivoire
235371;42;Fynn Arkenberg;1996-03-04;Defender;Defender - Centre-Back;Right;188;90000.0;Germany
215784;24;Yannick Zummack;1996-03-26;Goalkeeper;Goalkeeper;Right;186;68000.0;Germany
43847;44;Ronny;1986-05-11;Attack;midfield - Attacking Midfield;Left;175;;Brazil
31218;44;Johannes Van Den Bergh;1986-11-21;Defender;Defender - Left-Back;Left;183;225000.0;Germany
241970;44;Nico Beyer;1996-09-22;Defender;Defender - Centre-Back;Right;189;;Germany
1331;533;Kevin Kuranyi;1982-03-02;Attack;attack - Centre-Forward;;0;;Germany
178641;44;Shawn Kauter;1996-04-13;Defender;Defender - Centre-Back;Right;183;90000.0;Germany
1586;42;Christian Schulz;1983-04-01;Defender;Defender - Centre-Back;Left;185;;Germany
125105;27;Patrick Weihrauch;1994-03-03;Attack;midfield - Attacking Midfield;Right;181;360000.0;Germany
218144;289;Mikael Mandron;1994-10-11;Attack;attack - Centre-Forward;Left;191;90000.0;France
37788;3;Philipp Hosiner;1989-05-15;Attack;attack - Centre-Forward;Right;179;203000.0;Austria
138292;79;Boris Tashchy;1993-07-26;Attack;attack - Centre-Forward;Right;192;248000.0;Ukraine
257767;4795;Aloy Ihenacho;1995-07-21;Attack;attack - Left Winger;Left;182;;Nigeria
284754;984;Joe Ward;1996-10-24;Attack;midfield - Attacking Midfield;Right;0;;England
196770;24;Joel Gerezgiher;1995-10-09;Midfield;midfield - Central Midfield;Right;176;113000.0;Germany
197910;2288;Liam Shephard;1994-11-22;Defender;Defender - Right-Back;Right;178;68000.0;Wales
58281;3368;Simao;1988-06-23;Defender;Defender - Centre-Back;Right;180;315000.0;Mozambique
63824;405;Libor Kozak;1989-05-30;Attack;attack - Centre-Forward;Right;193;630000.0;Czech Republic
3668;1010;Lloyd Dyer;1982-09-13;Midfield;midfield - Left Midfield;Left;173;;England
44948;1010;Fernando Forestieri;1990-01-15;Attack;attack - Second Striker;Right;172;810000.0;Italy
177771;1010;Connor Smith;1993-02-18;Midfield;midfield - Central Midfield;Right;181;;Ireland
35583;1010;Daniel Pudil;1985-09-27;Defender;Defender - Left-Back;Left;184;;Czech Republic
9966;1010;Almen Abdi;1986-10-21;Midfield;midfield - Central Midfield;Right;181;;Switzerland
69912;1010;Joel Ekstrand;1989-02-04;Defender;Defender - Centre-Back;Right;188;;Sweden
162395;1010;Essaid Belkalem;1989-01-01;Defender;Defender - Centre-Back;Left;190;;Algeria
223790;1010;Luke Simpson;1994-09-23;Goalkeeper;Goalkeeper;Left;190;;England
37148;405;Gabriel Agbonlahor;1986-10-13;Attack;attack - Centre-Forward;Right;183;;England
282821;405;Corey Blackett Taylor;1997-09-23;Attack;attack - Right Winger;Right;180;;England
3876;405;Joe Cole;1981-11-08;Attack;midfield - Attacking Midfield;Right;176;;England
251289;405;Jordan Lyden;1996-01-30;Midfield;midfield - Central Midfield;Right;183;360000.0;Australia
319817;405;Niall Mason;1997-01-10;Defender;Defender - Right-Back;Right;180;135000.0;England
110861;405;Gary Gardner;1992-06-29;Midfield;midfield - Central Midfield;Right;186;900000.0;England
197791;405;Janoi Donacien;1993-11-03;Defender;Defender - Right-Back;Right;183;360000.0;St. Lucia
32617;405;Micah Richards;1988-06-24;Defender;Defender - Right-Back;Right;180;;England
101742;3368;Angel Trujillo;1987-09-08;Defender;Defender - Centre-Back;Right;177;;Spain
3548;405;Kieran Richardson;1984-10-21;Defender;Defender - Left-Back;Left;177;;England
244290;873;Jake Gray;1995-12-25;Midfield;midfield - Central Midfield;;180;;England
58379;39;Maximilian Beister;1990-09-06;Attack;attack - Right Winger;Left;180;225000.0;Germany
261367;873;Connor Dymond;1994-09-12;Midfield;midfield - Defensive Midfield;Right;0;;England
243690;405;Jerell Sellars;1995-12-11;Attack;attack - Left Winger;Left;173;135000.0;England
25553;873;Brede Hangeland;1981-06-20;Defender;Defender - Centre-Back;Right;199;;Norway
29974;873;Patrick Mccarthy;1983-05-31;Defender;Defender - Centre-Back;Right;185;;Ireland
265132;405;Kevin Toner;1996-07-18;Defender;Defender - Centre-Back;Left;180;135000.0;Ireland
62638;405;Nathan Baker;1991-04-23;Defender;Defender - Centre-Back;Left;189;1800000.0;England
210662;405;Bradley Watkins;1994-09-11;Goalkeeper;Goalkeeper;Right;188;;England
49319;405;Mark Bunn;1984-11-16;Goalkeeper;Goalkeeper;Right;183;;England
130216;2288;Daniel Alfei;1992-02-23;Defender;Defender - Right-Back;Right;180;;Wales
268527;984;Shaun Donnellan;1996-10-16;Defender;Defender - Centre-Back;;183;;Ireland
94598;4795;Stefan Wannenwetsch;;Midfield;midfield - Defensive Midfield;Right;177;;Germany
242681;2288;Josh Vickers;1995-12-01;Goalkeeper;Goalkeeper;;193;90000.0;England
42318;4795;Konstantin Engel;1988-07-27;Defender;Defender - Left-Back;Right;179;90000.0;Kazakhstan
236366;24;Emil Balayev;1994-04-17;Goalkeeper;Goalkeeper;Left;189;450000.0;Azerbaijan
119581;79;Marvin Wanitzek;1993-05-07;Midfield;midfield - Central Midfield;Right;179;1080000.0;Germany
9619;405;Alan Hutton;1984-11-30;Defender;Defender - Right-Back;Right;185;;Scotland
20276;79;Florian Klein;1986-11-17;Defender;Defender - Right-Back;Right;180;;Austria
170523;79;Mart Ristl;1996-07-07;Midfield;midfield - Defensive Midfield;Right;178;113000.0;Germany
62800;79;Adam Hlousek;1988-12-20;Defender;Defender - Left-Back;Left;187;180000.0;Czech Republic
202925;3;Bard Finne;1995-02-13;Attack;attack - Left Winger;Right;173;360000.0;Norway
19085;873;Marouane Chamakh;1984-01-10;Attack;attack - Centre-Forward;Right;188;;Morocco
34543;3;Dusan Svento;1985-08-01;Defender;Defender - Left-Back;Left;178;;Slovakia
263685;3;Kazuki Nagasawa;1991-12-16;Midfield;midfield - Central Midfield;Right;172;675000.0;Japan
22165;405;Charles Nzogbia;1986-05-28;Attack;attack - Right Winger;Left;171;;France
29152;289;Danny Graham;1985-08-12;Attack;attack - Centre-Forward;Right;183;;England
31579;289;Adam Johnson;1987-07-14;Attack;attack - Right Winger;Left;182;;England
209686;41;Ahmet Arslan;1994-03-30;Attack;midfield - Attacking Midfield;Right;179;270000.0;Germany
61591;41;Zoltan Stieber;1988-10-16;Attack;midfield - Attacking Midfield;Left;175;180000.0;Hungary
159265;41;Kerim Carolus;1994-06-16;Defender;Defender - Centre-Back;Both;188;;Germany
94226;41;Tino Dehmelt;1992-01-29;Goalkeeper;Goalkeeper;Right;180;;Germany
77708;79;Geoffroy Serey Die;1984-11-07;Midfield;midfield - Defensive Midfield;Right;179;90000.0;Cote d'Ivoire
39010;289;Jordi Gomez;1985-05-24;Midfield;midfield - Central Midfield;Left;178;225000.0;Spain
245334;873;Jerome Binnom Williams;1995-03-07;Defender;Defender - Left-Back;Left;187;;England
40612;289;Liam Bridcutt;1989-05-08;Midfield;midfield - Defensive Midfield;Right;175;720000.0;Scotland
3405;289;Wes Brown;1979-10-13;Defender;Defender - Centre-Back;Right;184;;England
7427;41;Ivica Olic;1979-09-14;Attack;attack - Centre-Forward;Left;182;;Croatia
82008;27;Phillipp Steinhart;1992-07-07;Defender;Defender - Left-Back;Left;182;270000.0;Germany
87422;289;Valentin Roberge;1987-06-09;Defender;Defender - Centre-Back;Left;189;360000.0;France
87650;39;Julian Maurice Derstroff;1992-01-05;Attack;attack - Left Winger;Left;182;203000.0;Germany
196570;41;Philipp Muller;1995-03-03;Attack;attack - Right Winger;Right;175;45000.0;Germany
40937;39;Elkin Soto;1980-08-04;Midfield;midfield - Central Midfield;Left;179;;Colombia
55519;39;Christoph Moritz;1990-01-27;Midfield;midfield - Central Midfield;Right;186;315000.0;Germany
40429;39;Gonzalo Jara;1985-08-29;Defender;Defender - Centre-Back;Right;178;180000.0;Chile
196842;39;Daniel Zeaiter;1995-03-30;Goalkeeper;Goalkeeper;Both;189;;Lebanon
3562;289;Steve Harper;1975-03-14;Goalkeeper;Goalkeeper;Right;188;;England
320889;4795;Thomas Blomeyer;1996-04-24;Defender;Defender - Centre-Back;Both;191;;Germany
17689;167;Sascha Molders;1985-03-20;Attack;attack - Centre-Forward;Left;185;113000.0;Germany
150080;3;Daniel Mesenholer;1995-07-24;Goalkeeper;Goalkeeper;Right;187;180000.0;Germany
26878;167;Tobias Werner;1985-07-19;Attack;attack - Left Winger;Left;174;;Germany
238541;167;Bastian Kurz;1996-09-23;Midfield;midfield - Left Midfield;Left;178;;Germany
159522;39;Patrick Pflucke;1996-11-30;Attack;attack - Left Winger;Left;170;585000.0;Germany
258653;289;Tom Beadling;1996-01-16;Midfield;midfield - Defensive Midfield;Right;186;180000.0;Australia
126638;167;Jeong Ho Hong;1989-08-12;Defender;Defender - Centre-Back;Right;186;1170000.0;"Korea; South"
2623;167;Piotr Trochowski;1984-03-22;Attack;midfield - Attacking Midfield;Right;169;;Germany
265398;167;Yannik Oettl;1996-11-19;Goalkeeper;Goalkeeper;Right;188;23000.0;Germany
156781;167;Maik Uhde;1994-05-23;Midfield;midfield - Defensive Midfield;Right;182;;Germany
48931;39;Henrique Sereno;1985-05-18;Defender;Defender - Centre-Back;Right;187;;Portugal
44521;79;Kevin Grosskreutz;1988-07-19;Defender;Defender - Right-Back;Right;186;;Germany
202838;167;Max Reinthaler;1995-03-22;Defender;Defender - Centre-Back;Right;193;180000.0;Italy
229826;379;Elliot Lee;1994-12-16;Attack;attack - Centre-Forward;Right;180;540000.0;England
224673;1003;Harry Panayiotou;1994-10-28;Attack;attack - Second Striker;Right;178;68000.0;St. Kitts & Nevis
156730;167;Arif Ekin;1995-09-14;Defender;Defender - Left-Back;Left;176;45000.0;Turkey
201570;281;George Glendon;1995-05-03;Midfield;midfield - Defensive Midfield;Right;177;;England
121990;11;Wellington Silva;1993-01-06;Attack;attack - Right Winger;Right;170;675000.0;Brazil
181498;281;George Evans;1994-12-13;Midfield;midfield - Defensive Midfield;Right;184;1080000.0;England
24001;39;Gianluca Curci;1985-07-12;Goalkeeper;Goalkeeper;Right;191;;Italy
218355;29;Conor Grant;1995-04-18;Midfield;midfield - Central Midfield;Left;176;225000.0;England
247647;180;Ryan Seager;1996-02-05;Attack;attack - Centre-Forward;Right;176;;England
227185;180;Jason Mccarthy;1995-11-07;Defender;Defender - Right-Back;Right;186;315000.0;England
157927;82;Sebastian Stolze;1995-01-29;Attack;attack - Right Winger;Right;182;720000.0;Germany
263556;31;Joe Maguire;1996-01-18;Defender;Defender - Left-Back;Left;179;90000.0;England
35571;31;Jose Enrique;1986-01-23;Defender;Defender - Left-Back;Left;184;;Spain
13640;180;Kelvin Davis;1976-09-29;Goalkeeper;Goalkeeper;Right;185;;England
243591;31;Lawrence Vigouroux;1993-11-19;Goalkeeper;Goalkeeper;Right;194;225000.0;Chile
72873;28095;Semen Fomin;1989-01-10;Midfield;midfield - Central Midfield;Left;180;;Russia
107218;28095;Evgeniy Osipov;1986-10-29;Defender;Defender - Centre-Back;Left;190;90000.0;Russia
3620;29;Leon Osman;1981-05-17;Midfield;midfield - Central Midfield;Right;173;;England
52453;28095;Haris Handzic;1990-06-20;Attack;attack - Centre-Forward;Left;191;135000.0;Bosnia-Herzegovina
308632;29;Callum Connolly;1997-09-23;Midfield;midfield - Defensive Midfield;Right;183;1080000.0;England
183293;985;Joe Rothwell;1995-01-11;Midfield;midfield - Central Midfield;Right;185;1800000.0;England
3614;29;Tony Hibbert;1981-02-20;Defender;Defender - Right-Back;Right;173;;England
52432;29;Felipe Mattioni;1988-10-15;Defender;Defender - Right-Back;Right;178;;Brazil
242089;29;Jindrich Stanek;1996-04-27;Goalkeeper;Goalkeeper;Right;192;1350000.0;Czech Republic
299328;16;Patrick Fritsch;1998-12-21;Defender;Defender - Centre-Back;Right;184;;Germany
4267;29;Tim Howard;1979-03-06;Goalkeeper;Goalkeeper;Right;191;;United States
132;11;Tomas Rosicky;1980-10-04;Attack;midfield - Attacking Midfield;;0;;Czech Republic
7451;11;Mikel Arteta;1982-03-26;Midfield;midfield - Central Midfield;Right;177;;Spain
387036;985;Joe Riley;1996-12-06;Midfield;midfield - Defensive Midfield;Right;183;90000.0;England
340194;985;Regan Poole;1998-06-18;Defender;Defender - Right-Back;Right;180;225000.0;Wales
314388;985;Ro Shaun Williams;1998-09-03;Defender;Defender - Centre-Back;Right;184;;Grenada
383152;1003;Andre Olukanmi;1997-12-01;Attack;attack - Left Winger;;0;;England
33065;1003;Dean Hammond;1983-03-07;Midfield;midfield - Central Midfield;Right;182;;England
261357;31;Cameron Brannagan;1996-05-09;Midfield;midfield - Central Midfield;Right;180;225000.0;England
128906;1003;Liam Moore;1993-01-31;Defender;Defender - Centre-Back;Right;185;3150000.0;Jamaica
134424;985;Nick Powell;1994-03-23;Attack;midfield - Attacking Midfield;Both;183;3600000.0;England
3357;1003;Mark Schwarzer;1972-10-06;Goalkeeper;Goalkeeper;;0;;Australia
257293;1003;Jonny Maddison;1994-09-04;Goalkeeper;Goalkeeper;;183;;England
345961;379;Djair Parfitt Williams;1996-10-01;Attack;attack - Left Winger;Right;172;135000.0;Bermuda
75214;28095;Dmitri Verkhovtsov;1986-10-10;Defender;Defender - Centre-Back;Both;190;;Belarus
3296;1003;Paul Konchesky;1981-05-15;Defender;Defender - Left-Back;Left;178;;England
3950;379;Kevin Nolan;1982-06-24;Attack;midfield - Attacking Midfield;Right;183;;England
183286;379;Diego Poyet;1995-04-08;Midfield;midfield - Central Midfield;Right;180;;Uruguay
242648;379;Amos Nasha;1995-09-04;Midfield;midfield - Defensive Midfield;;0;;England
242646;379;Nathan Mavila;1995-10-15;Defender;Defender - Left-Back;Left;175;113000.0;England
3120;281;Richard Wright;1977-11-05;Goalkeeper;Goalkeeper;Right;190;;England
283655;148;Grant Ward;1994-12-05;Midfield;midfield - Right Midfield;Right;178;540000.0;England
44956;2696;Nicolas Canales;1985-06-27;Attack;attack - Centre-Forward;Left;179;;Chile
294788;2696;Junior Ahissan;1996-11-10;Attack;attack - Right Winger;Right;177;;Cote d'Ivoire
217235;2696;Vitali Kalenkovich;1993-03-03;Midfield;midfield - Right Midfield;Right;178;135000.0;Russia
258023;379;Sam Howes;1997-11-10;Goalkeeper;Goalkeeper;Right;190;;England
33894;2696;Jeroen Simaeys;1985-05-12;Defender;Defender - Centre-Back;Right;193;;Belgium
25742;379;Nikica Jelavic;1985-08-27;Attack;attack - Centre-Forward;Both;188;;Croatia
333820;2696;Oleg Roganov;1995-04-26;Midfield;midfield - Defensive Midfield;Right;181;68000.0;Russia
34672;379;Joey Obrien;1986-02-17;Defender;Defender - Right-Back;Right;180;;Ireland
242603;379;Jordan Brown;1996-11-10;Attack;attack - Centre-Forward;Right;185;23000.0;Barbados
183281;379;Leo Chambers;1995-08-05;Defender;Defender - Centre-Back;Right;186;;England
357898;11127;Elbeyi Guliyev;1995-10-14;Attack;attack - Centre-Forward;Right;182;;Russia
33478;762;Cheik Tiote;1986-06-21;Midfield;midfield - Defensive Midfield;Right;180;;Cote d'Ivoire
147151;4128;Bright Dike;1987-02-02;Attack;attack - Centre-Forward;Right;185;;Nigeria
126352;121;Pavel Solomatin;1993-04-04;Attack;attack - Centre-Forward;Right;182;180000.0;Russia
92381;762;Sammy Ameobi;1992-05-01;Attack;attack - Left Winger;Left;190;900000.0;England
203464;1123;Jamar Loza;1994-05-10;Attack;attack - Centre-Forward;;178;;Jamaica
15921;379;Matt Jarvis;1986-05-22;Attack;attack - Left Winger;;173;;England
46831;379;Modibo Maiga;1987-09-03;Attack;attack - Centre-Forward;Left;185;270000.0;Mali
360754;2698;Nikita Vorona;1995-07-08;Attack;attack - Right Winger;Right;177;;Russia
397856;16704;Dmitri Goryachkin;1996-01-12;Goalkeeper;Goalkeeper;Right;190;;Russia
292835;2698;Dmitri Kamenshchikov;1998-08-27;Attack;attack - Centre-Forward;Right;181;180000.0;Russia
52406;2698;Carlos Eduardo;1987-07-18;Attack;midfield - Attacking Midfield;Left;171;;Brazil
323200;16704;Denis Kavlinov;1995-01-10;Goalkeeper;Goalkeeper;Right;187;135000.0;Russia
307301;2698;Andrey Mironov;1997-01-04;Midfield;midfield - Defensive Midfield;Right;181;;Russia
334437;2698;Aleksandr Kuznetsov;1997-03-21;Defender;Defender - Right-Back;Right;168;;Russia
36914;15;Sebastian Boenisch;1987-02-01;Defender;Defender - Left-Back;Right;191;;Poland
256207;2698;Gevorg Harutyunyan;1997-02-21;Attack;attack - Left Winger;Both;177;;Armenia
282815;2698;Ilnur Safeev;1996-02-14;Defender;Defender - Left-Back;Left;186;;Russia
234607;2698;Aydar Khabibullin;1995-07-25;Defender;Defender - Centre-Back;Right;184;180000.0;Russia
281879;2698;Evgeni Shchetinin;1996-02-19;Goalkeeper;Goalkeeper;Right;188;;Russia
4746;15;David Yelldell;1981-10-01;Goalkeeper;Goalkeeper;Right;194;;United States
334434;2698;Anatoli Malashenko;1994-02-23;Goalkeeper;Goalkeeper;Right;183;45000.0;Russia
227752;3725;Tedore Grigalashvili;1993-05-12;Defender;Defender - Centre-Back;Right;185;90000.0;Georgia
73681;2698;Shota Bibilov;1990-08-06;Attack;attack - Right Winger;Right;179;;Russia
42513;1123;Gary Hooper;1988-01-26;Attack;attack - Centre-Forward;Right;177;450000.0;England
24589;1123;Wes Hoolahan;1982-05-20;Attack;midfield - Attacking Midfield;Left;168;270000.0;Ireland
43193;1123;Elliott Bennett;1988-12-18;Midfield;midfield - Right Midfield;Right;179;270000.0;Jamaica
203127;1123;Conor Mcgrandles;1995-09-24;Midfield;midfield - Central Midfield;Right;183;225000.0;Scotland
39280;232;Yura Movsisyan;1987-08-02;Attack;attack - Centre-Forward;Both;181;;Armenia
3995;1123;Gary Oneil;1983-05-18;Midfield;midfield - Central Midfield;Right;174;;England
48550;232;Roman Shirokov;1981-07-06;Midfield;midfield - Central Midfield;Right;184;;Russia
122592;2698;Maksim Zhestokov;1991-06-19;Defender;Defender - Centre-Back;Right;192;225000.0;Russia
45395;1123;Jonathan Howson;1988-05-21;Midfield;midfield - Central Midfield;Right;180;720000.0;England
260677;232;Anton Mitryushkin;1996-02-08;Goalkeeper;Goalkeeper;Right;189;180000.0;Russia
198516;1123;Harry Toffolo;1995-08-19;Defender;Defender - Left-Back;Left;183;1800000.0;England
104606;232;Aleksandr Kozlov;1993-03-19;Attack;attack - Centre-Forward;Both;172;;Russia
38005;3725;Marcin Komorowski;1984-04-17;Defender;Defender - Centre-Back;Left;186;;Poland
14219;15;Dario Kresic;1984-01-11;Goalkeeper;Goalkeeper;;0;;Croatia
74088;1123;Declan Rudd;1991-01-16;Goalkeeper;Goalkeeper;Right;191;;England
214251;121;Aleksandr Kalyashin;1995-01-24;Defender;Defender - Left-Back;Left;183;135000.0;Russia
315161;121;Aleksandr Stepanov;1996-06-05;Defender;Defender - Centre-Back;Right;187;203000.0;Russia
170624;4128;Aleksey Kurzenev;1995-01-09;Attack;attack - Centre-Forward;Right;185;158000.0;Russia
12127;1123;Michael Turner;1983-11-09;Defender;Defender - Centre-Back;Right;193;;England
260265;121;Vladislav Levin;1995-03-28;Midfield;midfield - Central Midfield;Right;181;315000.0;Russia
304606;4128;Aleksandr Pantsyrev;1993-12-08;Midfield;midfield - Central Midfield;Right;180;;Russia
266582;4128;Andrey Pridyuk;1994-02-25;Defender;Defender - Right-Back;Right;180;158000.0;Russia
44084;4128;Robert Arzumanyan;1985-07-24;Defender;Defender - Centre-Back;Right;184;;Armenia
312533;762;Callum Williams;1997-02-04;Defender;Defender - Right-Back;Right;180;;England
121388;1123;Jake Kean;1991-02-04;Goalkeeper;Goalkeeper;;193;;England
25850;16704;Andriy Dykan;1977-07-16;Goalkeeper;Goalkeeper;Right;192;;Ukraine
15380;11127;Spartak Gogniev;1981-01-19;Attack;attack - Centre-Forward;Left;185;;Russia
100188;11127;Denis Dorozhkin;1987-06-08;Attack;attack - Centre-Forward;Right;191;;Russia
52956;11127;Gerson Acevedo;1988-04-05;Midfield;midfield - Central Midfield;Right;182;90000.0;Chile
434598;11127;Danil Chernov;1996-04-24;Defender;Defender - Centre-Back;Right;186;;Russia
17273;762;Steven Taylor;1986-01-23;Defender;Defender - Centre-Back;Right;186;;England
190358;11127;Ivan Knyazev;1992-11-05;Defender;Defender - Centre-Back;Right;188;;Russia
80562;964;Hulk;1986-07-25;Attack;attack - Centre-Forward;Left;180;2250000.0;Brazil
9786;4128;Georgi Peev;1979-03-11;Midfield;midfield - Right Midfield;Right;181;;Bulgaria
49327;1123;Bradley Johnson;1987-04-28;Midfield;midfield - Central Midfield;Left;183;225000.0;England
262731;964;Konstantin Troyanov;1995-11-18;Midfield;midfield - Defensive Midfield;Right;185;158000.0;Russia
217024;964;Andrey Ivanov;1994-09-02;Defender;Defender - Left-Back;Right;183;158000.0;Russia
181190;964;Ilya Zuev;1994-01-25;Defender;Defender - Centre-Back;Right;183;270000.0;Russia
15368;964;Vyacheslav Malafeev;1979-03-04;Goalkeeper;Goalkeeper;Right;185;;Russia
311713;964;Ruslan Suanov;1997-10-13;Attack;attack - Centre-Forward;Right;184;68000.0;Russia
29246;11127;Yuri Zhevnov;1981-04-17;Goalkeeper;Goalkeeper;Right;183;;Belarus
6150;762;Fabricio Coloccini;1982-01-22;Defender;Defender;Right;184;;Argentina
383600;11127;Evgeni Shumikhin;1995-04-05;Midfield;midfield - Central Midfield;Right;175;;Russia
214262;121;Valeri Saramutin;1995-05-17;Midfield;midfield - Defensive Midfield;Right;177;135000.0;Russia
279052;964;Artem Vyatkin;1996-03-05;Defender;Defender - Centre-Back;Right;188;203000.0;Russia
10642;762;Mike Williamson;1983-11-08;Defender;Defender - Centre-Back;Right;194;;England
33108;1304;Gonzalo Garcia;1983-10-13;Attack;attack - Second Striker;Both;185;;Spain
288245;1268;Segun Owobowale;1997-03-22;Attack;attack - Left Winger;Left;0;;Netherlands
55210;403;Adam Nemec;1985-09-02;Attack;attack - Centre-Forward;Both;190;360000.0;Slovakia
134497;2439;Ibrahima Balde;1989-04-04;Attack;attack - Centre-Forward;Right;188;248000.0;Senegal
54170;631;Ramires;1987-03-24;Midfield;midfield - Central Midfield;Right;179;270000.0;Brazil
49485;2700;Rasim Tagirbekov;1984-05-04;Defender;Defender - Centre-Back;Right;185;;Russia
16810;631;Marco Amelia;1982-04-02;Goalkeeper;Goalkeeper;Right;190;;Italy
326460;1269;Samet Bulut;1996-02-26;Attack;attack - Centre-Forward;Right;188;;Turkey
226146;133;Valmir Berisha;1996-06-06;Attack;attack - Centre-Forward;Left;184;158000.0;Sweden
280125;1269;Boris Rasevic;1995-01-26;Attack;midfield - Attacking Midfield;;192;;Bosnia-Herzegovina
398726;2439;Ilya Stefanovich;1996-06-23;Attack;attack - Centre-Forward;Right;185;225000.0;Russia
263934;2439;Maksim Mayrovich;1996-02-06;Attack;attack - Centre-Forward;Right;180;225000.0;Russia
263941;2439;Ilmir Nurisov;1996-08-05;Attack;attack - Right Winger;Right;180;45000.0;Russia
242417;512;George Waring;1994-12-02;Attack;attack - Centre-Forward;Right;196;;England
36233;2439;Stanislav Manolev;1985-12-16;Attack;attack - Right Winger;Right;185;45000.0;Bulgaria
12516;512;Peter Odemwingie;1981-07-15;Attack;attack - Right Winger;Right;181;;Nigeria
107617;512;Dionatan Teixeira;1992-07-24;Defender;Defender - Centre-Back;Left;193;;Slovakia
59930;2439;Apodi;1986-12-13;Attack;attack - Right Winger;Right;172;315000.0;Brazil
275939;192;Rigino Cicilia;1994-09-23;Attack;attack - Centre-Forward;Right;197;225000.0;Curacao
376709;133;Rowdy Van Der Putten;1996-02-12;Attack;attack - Centre-Forward;Right;0;;Netherlands
43247;192;Rydell Poepon;1987-08-28;Attack;attack - Centre-Forward;Right;181;135000.0;Netherlands
335541;512;Oliver Shenton;1997-11-06;Attack;midfield - Attacking Midfield;Left;175;;England
328354;192;Santiago Palacios;1991-04-21;Attack;attack - Second Striker;Right;185;;Mexico
29936;192;Marc Hocher;1984-09-09;Attack;attack - Right Winger;Right;182;;Netherlands
79192;192;Edwin Gyasi;1991-07-01;Attack;attack - Right Winger;Both;185;315000.0;Ghana
241163;2700;Leonardo;1992-03-18;Attack;attack - Left Winger;Right;174;450000.0;Brazil
170856;1269;Boban Lazic;1994-01-29;Attack;attack - Left Winger;Right;175;;Netherlands
101785;192;Bart Biemans;1988-03-14;Defender;Defender - Centre-Back;Right;183;203000.0;Belgium
67715;192;Rostyn Griffiths;1988-03-10;Defender;Defender - Centre-Back;Right;188;270000.0;Australia
21590;192;Gibril Sankoh;1983-05-15;Defender;Defender - Centre-Back;Right;187;;Sierra Leone
31111;192;Jordy Buijs;1988-12-28;Defender;Defender - Centre-Back;Right;185;540000.0;Netherlands
129103;2700;Serder Serderov;1994-03-10;Attack;attack - Left Winger;Both;177;135000.0;Russia
15378;2439;Andrey Arshavin;1981-05-29;Attack;attack - Second Striker;Both;172;;Russia
171820;192;Tomi Juric;1991-07-22;Attack;attack - Centre-Forward;Right;191;450000.0;Australia
47152;2439;Gigel Bucur;1980-04-08;Attack;attack - Left Winger;Right;171;;Romania
19917;192;Martijn Monteyne;1984-11-12;Defender;Defender - Right-Back;Right;176;;Belgium
285597;2439;Vladimir Lobkarev;1993-09-17;Midfield;midfield - Right Midfield;Right;174;225000.0;Russia
278958;192;Brian Jacobs;1995-03-30;Attack;attack - Left Winger;Left;176;;Netherlands
231447;192;Yannick Derix;1991-06-28;Goalkeeper;Goalkeeper;;188;;Netherlands
398728;2439;Kirill Volchkov;1996-03-21;Defender;Defender - Right-Back;Right;179;113000.0;Russia
398725;2439;Vladislav Tyufyakov;1996-08-29;Defender;Defender - Left-Back;Left;182;158000.0;Russia
278678;2439;Aleksey Ivanushkin;1996-11-20;Defender;Defender - Left-Back;Left;183;;Russia
263961;2439;Yuri Zavezen;1996-01-28;Attack;attack - Left Winger;Both;181;270000.0;Russia
48706;2439;Roman Bugaev;1989-02-11;Defender;Defender - Left-Back;Left;181;180000.0;Russia
129587;192;Willem Ofori;1994-02-19;Defender;Defender - Left-Back;Left;178;;Belgium
54312;2439;Felipe Santana;1986-03-17;Defender;Defender - Centre-Back;Right;194;90000.0;Brazil
336565;2439;Aleksandr Kleshchenko;1995-11-02;Defender;Defender - Centre-Back;Left;187;360000.0;Russia
255440;2439;Nikita Haikin;1995-07-11;Goalkeeper;Goalkeeper;Right;188;1350000.0;Russia
99007;2439;Dmitri Stajila;1991-08-02;Goalkeeper;Goalkeeper;Right;204;90000.0;Moldova
104331;2700;Lukman Haruna;1990-12-04;Midfield;midfield - Central Midfield;Right;180;;Nigeria
336566;2439;Ruslan Dzhamalutdinov;1996-02-01;Defender;Defender - Centre-Back;Right;186;135000.0;Russia
